features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.862244898,329,37,17,9,880
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.849489796,324,42,17,9,930
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.849489796,323,43,16,10,910
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.841836735,321,45,17,9,960
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.839285714,318,48,15,11,930
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.849489796,323,43,16,10,910
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.844387755,321,45,16,10,930
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.859693878,327,39,16,10,870
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_1', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.836734694,317,49,15,11,940
"['feature_1', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.823979592,312,54,15,11,990
"['feature_1', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.836734694,315,51,13,13,900
"['feature_1', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.839285714,317,49,14,12,910
"['feature_1', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.839285714,318,48,15,11,930
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.846938776,323,43,17,9,940
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,320,46,18,8,1000
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.839285714,320,46,17,9,970
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.844387755,321,45,16,10,930
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.846938776,323,43,17,9,940
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_1', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.841836735,318,48,14,12,900
"['feature_1', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.826530612,312,54,14,12,960
"['feature_1', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.836734694,316,50,14,12,920
"['feature_1', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.823979592,313,53,16,10,1010
"['feature_1', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.821428571,310,56,14,12,980
"['feature_1', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.818877551,311,55,16,10,1030
"['feature_1', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.806122449,304,62,14,12,1040
"['feature_1', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.81122449,307,59,15,11,1040
"['feature_1', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.806122449,306,60,16,10,1080
"['feature_1', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.785714286,298,68,16,10,1160
"['feature_1', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.798469388,301,65,14,12,1070
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.841836735,322,44,18,8,980
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.829081633,317,49,18,8,1030
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.846938776,323,43,17,9,940
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.854591837,327,39,18,8,930
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.844387755,324,42,19,7,990
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.841836735,322,44,18,8,980
"['feature_1', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.841836735,319,47,15,11,920
"['feature_1', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.857142857,326,40,16,10,880
"['feature_1', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.852040816,322,44,14,12,860
"['feature_1', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.846938776,321,45,15,11,900
"['feature_1', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.844387755,321,45,16,10,930
"['feature_1', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.823979592,314,52,17,9,1030
"['feature_1', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.829081633,315,51,16,10,990
"['feature_1', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.831632653,316,50,16,10,980
"['feature_1', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.834183673,318,48,17,9,990
"['feature_1', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_1', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.806122449,306,60,16,10,1080
"['feature_1', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.829081633,318,48,19,7,1050
"['feature_1', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.821428571,313,53,17,9,1040
"['feature_1', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.823979592,313,53,16,10,1010
"['feature_1', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.826530612,314,52,16,10,1000
"['feature_1', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_1', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.808673469,307,59,16,10,1070
"['feature_1', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.783163265,297,69,16,10,1170
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.857142857,330,36,20,6,960
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.880102041,338,28,19,7,850
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.859693878,331,35,20,6,950
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.857142857,329,37,19,7,940
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.852040816,327,39,19,7,960
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.862244898,328,38,16,10,860
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.87244898,335,31,19,7,880
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.864795918,331,35,18,8,890
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.869897959,333,33,18,8,870
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.859693878,331,35,20,6,950
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.859693878,332,34,21,5,970
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.864795918,333,33,20,6,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.882653061,338,28,18,8,820
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.831632653,321,45,21,5,1080
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.857142857,328,38,18,8,920
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.864795918,331,35,18,8,890
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.857142857,331,35,21,5,980
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.854591837,327,39,18,8,930
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.857142857,328,38,18,8,920
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.869897959,333,33,18,8,870
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.859693878,327,39,16,10,870
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.844387755,323,43,18,8,970
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.839285714,320,46,17,9,970
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.849489796,325,41,18,8,950
"['feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.849489796,324,42,17,9,930
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.849489796,325,41,18,8,950
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.854591837,328,38,19,7,950
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.854591837,329,37,20,6,970
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.836734694,320,46,18,8,1000
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.849489796,326,40,19,7,970
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.844387755,324,42,19,7,990
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.862244898,330,36,18,8,900
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.841836735,320,46,16,10,940
"['feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.857142857,327,39,17,9,900
"['feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.836734694,319,47,17,9,980
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.834183673,320,46,19,7,1030
"['feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.836734694,319,47,17,9,980
"['feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.841836735,322,44,18,8,980
"['feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.844387755,320,46,15,11,910
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.854591837,329,37,20,6,970
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,320,46,18,8,1000
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.844387755,326,40,21,5,1030
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.841836735,325,41,21,5,1040
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.849489796,327,39,20,6,990
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.849489796,328,38,21,5,1010
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.829081633,322,44,23,3,1130
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.844387755,326,40,21,5,1030
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.849489796,327,39,20,6,990
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.854591837,328,38,19,7,950
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.834183673,321,45,20,6,1050
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.826530612,318,48,20,6,1080
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.821428571,314,52,18,8,1060
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.849489796,325,41,18,8,950
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,325,41,19,7,980
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.841836735,321,45,17,9,960
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.864795918,329,37,16,10,850
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.846938776,322,44,16,10,920
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.862244898,328,38,16,10,860
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.841836735,320,46,16,10,940
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.862244898,328,38,16,10,860
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.834183673,323,43,22,4,1090
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.849489796,326,40,19,7,970
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.864795918,332,34,19,7,910
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.834183673,321,45,20,6,1050
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.831632653,317,49,17,9,1000
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.841836735,321,45,17,9,960
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.821428571,313,53,17,9,1040
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.867346939,332,34,18,8,880
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.859693878,326,40,15,11,850
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.859693878,325,41,14,12,830
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.869897959,331,35,16,10,830
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.880102041,334,32,15,11,770
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.849489796,323,43,16,10,910
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.841836735,322,44,18,8,980
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.841836735,323,43,19,7,1000
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.854591837,325,41,16,10,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.869897959,335,31,20,6,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.857142857,329,37,19,7,940
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.854591837,329,37,20,6,970
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.875,337,29,20,6,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.87755102,337,29,19,7,860
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.875,337,29,20,6,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.867346939,332,34,18,8,880
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.867346939,334,32,20,6,920
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.87244898,336,30,20,6,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.869897959,335,31,20,6,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.87244898,334,32,18,8,860
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.864795918,332,34,19,7,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.867346939,333,33,19,7,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.841836735,323,43,19,7,1000
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.869897959,334,32,19,7,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.87244898,335,31,19,7,880
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.869897959,334,32,19,7,890
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.867346939,333,33,19,7,900
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.87244898,334,32,18,8,860
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.854591837,328,38,19,7,950
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.849489796,327,39,20,6,990
